UZAName,Year,Average of VOMS,Category
"Kansas City, MO-KS",2018,3.33,Rail
"Kansas City, MO-KS",2019,39.50,Non-Rail
"Kansas City, MO-KS",2019,3.67,Rail
"Kansas City, MO-KS",2020,33.27,Non-Rail
"Kansas City, MO-KS",2020,3.17,Rail
"Kansas City, MO-KS",2021,20.32,Non-Rail
"Kansas City, MO-KS",2021,3.00,Rail
"Kennewick-Pasco, WA",2011,102.12,Non-Rail
"Kennewick-Pasco, WA",2012,95.45,Non-Rail
"Kennewick-Pasco, WA",2013,82.73,Non-Rail
"Kennewick-Pasco, WA",2014,82.20,Non-Rail
"Kennewick-Pasco, WA",2015,81.87,Non-Rail
"Kennewick-Pasco, WA",2016,80.22,Non-Rail
"Kennewick-Pasco, WA",2017,81.67,Non-Rail
"Kennewick-Pasco, WA",2018,83.36,Non-Rail
"Kennewick-Pasco, WA",2019,96.44,Non-Rail
"Kennewick-Pasco, WA",2020,51.77,Non-Rail
"Kennewick-Pasco, WA",2021,44.33,Non-Rail
"Kenosha, WI-IL",2011,29.58,Non-Rail
"Kenosha, WI-IL",2011,1.00,Rail
"Kenosha, WI-IL",2012,29.00,Non-Rail
"Kenosha, WI-IL",2012,1.00,Rail
"Kenosha, WI-IL",2013,28.50,Non-Rail
"Kenosha, WI-IL",2013,1.00,Rail
"Kenosha, WI-IL",2014,28.50,Non-Rail
"Kenosha, WI-IL",2014,1.00,Rail
"Kenosha, WI-IL",2015,23.00,Non-Rail
"Kenosha, WI-IL",2015,1.00,Rail
"Kenosha, WI-IL",2016,23.25,Non-Rail
"Kenosha, WI-IL",2016,1.25,Rail
"Kenosha, WI-IL",2017,32.50,Non-Rail
"Kenosha, WI-IL",2017,1.50,Rail
"Kenosha, WI-IL",2018,26.50,Non-Rail
"Kenosha, WI-IL",2018,1.67,Rail
"Kenosha, WI-IL",2019,27.71,Non-Rail
"Kenosha, WI-IL",2019,1.67,Rail
"Kenosha, WI-IL",2020,20.08,Non-Rail
"Kenosha, WI-IL",2020,1.00,Rail
"Killeen, TX",2011,62.00,Non-Rail
"Killeen, TX",2012,62.00,Non-Rail
"Killeen, TX",2013,52.38,Non-Rail
"Killeen, TX",2014,53.33,Non-Rail
"Killeen, TX",2015,52.08,Non-Rail
"Killeen, TX",2016,56.08,Non-Rail
"Killeen, TX",2017,47.00,Non-Rail
"Killeen, TX",2018,40.46,Non-Rail
"Killeen, TX",2019,33.00,Non-Rail
"Killeen, TX",2020,28.25,Non-Rail
"Killeen, TX",2021,27.50,Non-Rail
"Knoxville, TN",2011,39.11,Non-Rail
"Knoxville, TN",2012,44.03,Non-Rail
"Knoxville, TN",2013,42.75,Non-Rail
"Knoxville, TN",2014,40.64,Non-Rail
"Knoxville, TN",2015,37.58,Non-Rail
"Knoxville, TN",2016,36.36,Non-Rail
"Knoxville, TN",2017,36.19,Non-Rail
"Knoxville, TN",2018,35.72,Non-Rail
"Knoxville, TN",2019,35.61,Non-Rail
"Knoxville, TN",2020,32.56,Non-Rail
"Knoxville, TN",2021,31.22,Non-Rail
"Kokomo, IN",2011,11.36,Non-Rail
"Kokomo, IN",2012,8.72,Non-Rail
"Kokomo, IN",2013,10.56,Non-Rail
"Kokomo, IN",2014,12.67,Non-Rail
"Kokomo, IN",2015,12.21,Non-Rail
"Kokomo, IN",2016,14.08,Non-Rail
"Kokomo, IN",2017,14.08,Non-Rail
"Kokomo, IN",2018,13.92,Non-Rail
"Kokomo, IN",2019,14.46,Non-Rail
"Kokomo, IN",2020,15.83,Non-Rail
"Kokomo, IN",2021,15.00,Non-Rail
"La Crosse, WI-MN",2011,13.92,Non-Rail
"La Crosse, WI-MN",2012,14.17,Non-Rail
"La Crosse, WI-MN",2013,14.21,Non-Rail
"La Crosse, WI-MN",2014,14.00,Non-Rail
"La Crosse, WI-MN",2015,14.33,Non-Rail
"La Crosse, WI-MN",2016,14.75,Non-Rail
"La Crosse, WI-MN",2017,14.75,Non-Rail
"La Crosse, WI-MN",2018,14.75,Non-Rail
"La Crosse, WI-MN",2019,15.00,Non-Rail
"La Crosse, WI-MN",2020,13.21,Non-Rail
"La Crosse, WI-MN",2021,13.00,Non-Rail
"Lafayette, IN",2011,30.00,Non-Rail
"Lafayette, IN",2012,27.83,Non-Rail
"Lafayette, IN",2013,27.63,Non-Rail
"Lafayette, IN",2014,25.25,Non-Rail
"Lafayette, IN",2015,25.33,Non-Rail
"Lafayette, IN",2016,26.75,Non-Rail
"Lafayette, IN",2017,28.08,Non-Rail
"Lafayette, IN",2018,28.17,Non-Rail
"Lafayette, IN",2019,28.17,Non-Rail
"Lafayette, IN",2020,22.63,Non-Rail
"Lafayette, IN",2021,23.50,Non-Rail
"Lafayette, LA",2011,7.33,Non-Rail
"Lafayette, LA",2012,7.33,Non-Rail
"Lafayette, LA",2013,7.39,Non-Rail
"Lafayette, LA",2014,7.67,Non-Rail
"Lafayette, LA",2015,7.97,Non-Rail
"Lafayette, LA",2016,9.38,Non-Rail
"Lafayette, LA",2017,9.50,Non-Rail
"Lafayette, LA",2018,9.75,Non-Rail
"Lafayette, LA",2019,9.79,Non-Rail
"Lafayette, LA",2020,8.45,Non-Rail
"Lafayette, LA",2021,7.00,Non-Rail
"Lake Tahoe, CA-NV",2015,5.58,Non-Rail
"Lake Tahoe, CA-NV",2016,5.22,Non-Rail
"Lake Tahoe, CA-NV",2017,4.30,Non-Rail
"Lake Tahoe, CA-NV",2018,5.14,Non-Rail
"Lake Tahoe, CA-NV",2019,4.14,Non-Rail
"Lake Tahoe, CA-NV",2020,3.58,Non-Rail
"Lake Tahoe, CA-NV",2021,3.67,Non-Rail
"Lakeland, FL",2011,17.04,Non-Rail
"Lakeland, FL",2012,16.71,Non-Rail
"Lakeland, FL",2013,18.25,Non-Rail
"Lakeland, FL",2014,21.25,Non-Rail
"Lakeland, FL",2015,20.29,Non-Rail
"Lakeland, FL",2016,27.38,Non-Rail
"Lakeland, FL",2017,22.67,Non-Rail
"Lakeland, FL",2018,31.08,Non-Rail
"Lakeland, FL",2019,25.93,Non-Rail
"Lakeland, FL",2020,16.23,Non-Rail
"Lakeland, FL",2021,16.92,Non-Rail
"Lancaster, PA",2011,47.75,Non-Rail
"Lancaster, PA",2012,48.00,Non-Rail
"Lancaster, PA",2013,47.50,Non-Rail
"Lancaster, PA",2014,47.50,Non-Rail
"Lancaster, PA",2015,47.75,Non-Rail
"Lancaster, PA",2016,57.53,Non-Rail
"Lancaster, PA",2017,62.28,Non-Rail
"Lancaster, PA",2018,60.67,Non-Rail
"Lancaster, PA",2019,60.67,Non-Rail
"Lancaster, PA",2020,48.89,Non-Rail
"Lancaster, PA",2021,49.67,Non-Rail
"Lancaster-Palmdale, CA",2011,32.50,Non-Rail
"Lancaster-Palmdale, CA",2012,23.14,Non-Rail
"Lancaster-Palmdale, CA",2013,25.47,Non-Rail
"Lancaster-Palmdale, CA",2014,24.39,Non-Rail
"Lancaster-Palmdale, CA",2015,24.17,Non-Rail
"Lancaster-Palmdale, CA",2016,24.81,Non-Rail
"Lancaster-Palmdale, CA",2017,24.36,Non-Rail
"Lancaster-Palmdale, CA",2018,25.36,Non-Rail
"Lancaster-Palmdale, CA",2019,28.53,Non-Rail
"Lancaster-Palmdale, CA",2020,24.29,Non-Rail
"Lancaster-Palmdale, CA",2021,27.33,Non-Rail
"Lansing, MI",2011,51.00,Non-Rail
"Lansing, MI",2012,57.17,Non-Rail
"Lansing, MI",2013,56.39,Non-Rail
"Lansing, MI",2014,56.47,Non-Rail
"Lansing, MI",2015,57.28,Non-Rail
"Lansing, MI",2016,58.08,Non-Rail
"Lansing, MI",2017,54.81,Non-Rail
"Lansing, MI",2018,53.81,Non-Rail
"Lansing, MI",2019,56.72,Non-Rail
"Lansing, MI",2020,48.86,Non-Rail
"Lansing, MI",2021,48.67,Non-Rail
"Laredo, TX",2011,24.50,Non-Rail
"Laredo, TX",2012,24.50,Non-Rail
"Laredo, TX",2013,24.50,Non-Rail
"Laredo, TX",2014,24.71,Non-Rail
"Laredo, TX",2015,25.54,Non-Rail
"Laredo, TX",2016,25.83,Non-Rail
"Laredo, TX",2017,25.63,Non-Rail
"Laredo, TX",2018,24.58,Non-Rail
"Laredo, TX",2019,22.79,Non-Rail
"Laredo, TX",2020,22.08,Non-Rail
"Laredo, TX",2021,21.50,Non-Rail
"Las Cruces, NM",2011,12.00,Non-Rail
"Las Cruces, NM",2018,3.00,Non-Rail
"Las Cruces, NM",2019,33.83,Non-Rail
"Las Cruces, NM",2020,39.83,Non-Rail
"Las Cruces, NM",2021,35.33,Non-Rail
"Las Vegas-Henderson, NV",2011,272.21,Non-Rail
"Las Vegas-Henderson, NV",2012,236.20,Non-Rail
"Las Vegas-Henderson, NV",2012,26.67,Rail
"Las Vegas-Henderson, NV",2013,203.06,Non-Rail
"Las Vegas-Henderson, NV",2013,26.67,Rail
"Las Vegas-Henderson, NV",2014,191.53,Non-Rail
"Las Vegas-Henderson, NV",2014,26.67,Rail
"Las Vegas-Henderson, NV",2015,190.92,Non-Rail
"Las Vegas-Henderson, NV",2015,24.00,Rail
"Las Vegas-Henderson, NV",2016,183.56,Non-Rail
"Las Vegas-Henderson, NV",2016,24.00,Rail
"Las Vegas-Henderson, NV",2017,239.20,Non-Rail
"Las Vegas-Henderson, NV",2017,24.00,Rail
"Las Vegas-Henderson, NV",2018,342.54,Non-Rail
"Las Vegas-Henderson, NV",2019,331.79,Non-Rail
"Las Vegas-Henderson, NV",2020,233.92,Non-Rail
"Las Vegas-Henderson, NV",2021,226.83,Non-Rail
"Lawrence, KS",2011,23.42,Non-Rail
"Lawrence, KS",2012,22.25,Non-Rail
"Lawrence, KS",2013,24.96,Non-Rail
"Lawrence, KS",2014,23.96,Non-Rail
"Lawrence, KS",2015,23.71,Non-Rail
"Lawrence, KS",2016,18.56,Non-Rail
"Lawrence, KS",2017,19.19,Non-Rail
"Lawrence, KS",2018,18.67,Non-Rail
"Lawrence, KS",2019,18.94,Non-Rail
"Lawrence, KS",2020,17.03,Non-Rail
"Lawrence, KS",2021,17.00,Non-Rail
"Lawton, OK",2011,7.33,Non-Rail
"Lebanon, PA",2011,13.96,Non-Rail
"Lebanon, PA",2012,8.03,Non-Rail
"Lebanon, PA",2013,8.03,Non-Rail
"Lebanon, PA",2014,7.81,Non-Rail
"Lebanon, PA",2015,7.67,Non-Rail
"Lebanon, PA",2016,7.72,Non-Rail
"Lebanon, PA",2017,7.69,Non-Rail
"Lebanon, PA",2018,9.20,Non-Rail
"Lebanon, PA",2019,12.04,Non-Rail
"Lebanon, PA",2020,9.88,Non-Rail
"Lebanon, PA",2021,9.50,Non-Rail
"Leesburg-Eustis-Tavares, FL",2011,30.71,Non-Rail
"Leesburg-Eustis-Tavares, FL",2012,29.63,Non-Rail
"Leesburg-Eustis-Tavares, FL",2013,26.08,Non-Rail
"Leesburg-Eustis-Tavares, FL",2014,25.25,Non-Rail
"Leesburg-Eustis-Tavares, FL",2015,21.46,Non-Rail
"Leesburg-Eustis-Tavares, FL",2016,18.79,Non-Rail
"Leesburg-Eustis-Tavares, FL",2017,18.67,Non-Rail
"Leesburg-Eustis-Tavares, FL",2018,18.54,Non-Rail
"Leesburg-Eustis-Tavares, FL",2019,18.88,Non-Rail
"Leesburg-Eustis-Tavares, FL",2020,15.54,Non-Rail
"Leesburg-Eustis-Tavares, FL",2021,14.50,Non-Rail
"Leominster-Fitchburg, MA",2011,51.53,Non-Rail
"Leominster-Fitchburg, MA",2012,51.61,Non-Rail
"Leominster-Fitchburg, MA",2013,53.64,Non-Rail
"Leominster-Fitchburg, MA",2014,75.58,Non-Rail
"Leominster-Fitchburg, MA",2015,60.48,Non-Rail
"Leominster-Fitchburg, MA",2016,57.19,Non-Rail
"Leominster-Fitchburg, MA",2017,58.97,Non-Rail
"Leominster-Fitchburg, MA",2018,112.58,Non-Rail
"Leominster-Fitchburg, MA",2019,152.28,Non-Rail
"Leominster-Fitchburg, MA",2020,108.39,Non-Rail
"Leominster-Fitchburg, MA",2021,116.00,Non-Rail
"Lewiston, ME",2011,11.88,Non-Rail
"Lewiston, ME",2015,14.80,Non-Rail
"Lewiston, ME",2016,13.25,Non-Rail
"Lewiston, ME",2017,12.13,Non-Rail
"Lewiston, ME",2018,10.85,Non-Rail
"Lewiston, ME",2019,9.08,Non-Rail
"Lewiston, ME",2020,6.89,Non-Rail
"Lewiston, ME",2021,11.44,Non-Rail
"Lexington-Fayette, KY",2011,42.92,Non-Rail
"Lexington-Fayette, KY",2012,46.88,Non-Rail
"Lexington-Fayette, KY",2013,35.06,Non-Rail
"Lexington-Fayette, KY",2014,28.27,Non-Rail
"Lexington-Fayette, KY",2015,33.32,Non-Rail
"Lexington-Fayette, KY",2016,32.39,Non-Rail
"Lexington-Fayette, KY",2017,33.56,Non-Rail
"Lexington-Fayette, KY",2018,34.08,Non-Rail
"Lexington-Fayette, KY",2019,34.50,Non-Rail
"Lexington-Fayette, KY",2020,28.39,Non-Rail
"Lexington-Fayette, KY",2021,32.00,Non-Rail
"Lima, OH",2012,8.33,Non-Rail
"Lima, OH",2013,7.40,Non-Rail
"Lincoln, NE",2011,22.00,Non-Rail
"Lincoln, NE",2012,22.00,Non-Rail
"Lincoln, NE",2013,23.33,Non-Rail
"Lincoln, NE",2014,23.33,Non-Rail
"Lincoln, NE",2015,24.69,Non-Rail
"Lincoln, NE",2016,26.00,Non-Rail
"Lincoln, NE",2017,26.00,Non-Rail
"Lincoln, NE",2018,26.00,Non-Rail
"Lincoln, NE",2019,27.12,Non-Rail
"Lincoln, NE",2020,31.38,Non-Rail
"Lincoln, NE",2021,35.50,Non-Rail
"Little Rock, AR",2011,33.25,Non-Rail
"Little Rock, AR",2011,3.00,Rail
"Little Rock, AR",2012,32.33,Non-Rail
"Little Rock, AR",2012,3.00,Rail
"Little Rock, AR",2013,33.75,Non-Rail
"Little Rock, AR",2013,3.00,Rail
"Little Rock, AR",2014,34.13,Non-Rail
"Little Rock, AR",2014,3.00,Rail
"Little Rock, AR",2015,33.42,Non-Rail
"Little Rock, AR",2015,3.00,Rail
"Little Rock, AR",2016,33.21,Non-Rail
"Little Rock, AR",2016,3.00,Rail
"Little Rock, AR",2017,34.25,Non-Rail
"Little Rock, AR",2017,3.00,Rail
"Little Rock, AR",2018,34.50,Non-Rail
"Little Rock, AR",2018,3.00,Rail
"Little Rock, AR",2019,29.54,Non-Rail
"Little Rock, AR",2019,3.00,Rail
"Little Rock, AR",2020,18.11,Non-Rail
"Little Rock, AR",2020,3.00,Rail
"Little Rock, AR",2021,16.67,Non-Rail
"Lodi, CA",2011,9.50,Non-Rail
"Lodi, CA",2012,9.50,Non-Rail
"Lodi, CA",2013,8.88,Non-Rail
"Lodi, CA",2014,8.00,Non-Rail
"Lodi, CA",2015,8.00,Non-Rail
"Lodi, CA",2016,8.00,Non-Rail
"Logan, UT",2011,11.00,Non-Rail
"Logan, UT",2012,11.00,Non-Rail
"Logan, UT",2013,10.92,Non-Rail
"Logan, UT",2014,10.92,Non-Rail
"Logan, UT",2015,10.92,Non-Rail
"Logan, UT",2016,10.92,Non-Rail
"Logan, UT",2017,10.92,Non-Rail
"Logan, UT",2018,10.92,Non-Rail
"Logan, UT",2019,11.13,Non-Rail
"Logan, UT",2020,13.17,Non-Rail
"Logan, UT",2021,13.33,Non-Rail
"Lompoc, CA",2011,6.00,Non-Rail
"Lompoc, CA",2012,6.54,Non-Rail
"Lompoc, CA",2013,8.33,Non-Rail
"Lompoc, CA",2014,8.33,Non-Rail
"Longview, WA-OR",2011,8.38,Non-Rail
"Longview, WA-OR",2012,9.00,Non-Rail
"Longview, WA-OR",2013,9.96,Non-Rail
"Longview, WA-OR",2014,11.13,Non-Rail
"Longview, WA-OR",2015,11.42,Non-Rail
"Longview, WA-OR",2016,9.74,Non-Rail
"Longview, WA-OR",2017,10.68,Non-Rail
"Longview, WA-OR",2018,11.46,Non-Rail
"Longview, WA-OR",2019,11.38,Non-Rail
"Longview, WA-OR",2020,8.71,Non-Rail
"Longview, WA-OR",2021,8.50,Non-Rail
"Lorain-Elyria, OH",2011,2.50,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2011,161.30,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2011,124.78,Rail
"Los Angeles-Long Beach-Anaheim, CA",2012,155.54,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2012,127.97,Rail
"Los Angeles-Long Beach-Anaheim, CA",2013,156.50,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2013,132.94,Rail
"Los Angeles-Long Beach-Anaheim, CA",2014,162.58,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2014,132.00,Rail
"Los Angeles-Long Beach-Anaheim, CA",2015,175.12,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2015,135.00,Rail
"Los Angeles-Long Beach-Anaheim, CA",2016,177.12,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2016,139.78,Rail
"Los Angeles-Long Beach-Anaheim, CA",2017,165.37,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2017,148.19,Rail
"Los Angeles-Long Beach-Anaheim, CA",2018,159.48,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2018,153.00,Rail
"Los Angeles-Long Beach-Anaheim, CA",2019,152.03,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2019,146.89,Rail
"Los Angeles-Long Beach-Anaheim, CA",2020,111.49,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2020,149.67,Rail
"Los Angeles-Long Beach-Anaheim, CA",2021,99.43,Non-Rail
"Los Angeles-Long Beach-Anaheim, CA",2021,146.33,Rail
"Louisville/Jefferson County, KY-IN",2011,60.30,Non-Rail
"Louisville/Jefferson County, KY-IN",2012,62.39,Non-Rail
"Louisville/Jefferson County, KY-IN",2013,61.25,Non-Rail
"Louisville/Jefferson County, KY-IN",2014,64.00,Non-Rail
"Louisville/Jefferson County, KY-IN",2015,63.78,Non-Rail
"Louisville/Jefferson County, KY-IN",2016,63.81,Non-Rail
"Louisville/Jefferson County, KY-IN",2017,64.01,Non-Rail
"Louisville/Jefferson County, KY-IN",2018,63.72,Non-Rail
"Louisville/Jefferson County, KY-IN",2019,74.43,Non-Rail
"Louisville/Jefferson County, KY-IN",2020,60.02,Non-Rail
"Louisville/Jefferson County, KY-IN",2021,55.20,Non-Rail
"Lubbock, TX",2011,43.50,Non-Rail
"Lubbock, TX",2012,41.67,Non-Rail
"Lubbock, TX",2013,42.00,Non-Rail
"Lubbock, TX",2014,43.25,Non-Rail
"Lubbock, TX",2015,44.50,Non-Rail
"Lubbock, TX",2016,43.25,Non-Rail
"Lubbock, TX",2017,42.63,Non-Rail
"Lubbock, TX",2018,44.83,Non-Rail
"Lubbock, TX",2019,44.63,Non-Rail
"Lubbock, TX",2020,42.38,Non-Rail
"Lubbock, TX",2021,39.67,Non-Rail
"Lynchburg, VA",2011,14.13,Non-Rail
"Lynchburg, VA",2012,15.83,Non-Rail
"Lynchburg, VA",2013,17.13,Non-Rail
"Lynchburg, VA",2014,16.54,Non-Rail
"Lynchburg, VA",2015,17.33,Non-Rail
"Lynchburg, VA",2016,18.00,Non-Rail
"Lynchburg, VA",2017,18.29,Non-Rail
"Lynchburg, VA",2018,15.25,Non-Rail
"Lynchburg, VA",2019,12.92,Non-Rail
"Lynchburg, VA",2020,10.71,Non-Rail
"Lynchburg, VA",2021,10.67,Non-Rail
"Macon, GA",2011,13.04,Non-Rail
"Macon, GA",2012,13.83,Non-Rail
"Macon, GA",2013,15.50,Non-Rail
"Madison, WI",2011,79.39,Non-Rail
"Madison, WI",2012,81.89,Non-Rail
"Madison, WI",2013,82.33,Non-Rail
"Madison, WI",2014,83.64,Non-Rail
"Madison, WI",2015,84.00,Non-Rail
"Madison, WI",2016,84.67,Non-Rail
"Madison, WI",2017,84.67,Non-Rail
"Madison, WI",2018,93.00,Non-Rail
"Madison, WI",2019,116.67,Non-Rail
"Madison, WI",2020,150.25,Non-Rail
"Manchester, NH",2011,9.50,Non-Rail
"Manchester, NH",2012,9.00,Non-Rail
"Manchester, NH",2014,4.00,Non-Rail
"Mansfield, OH",2011,6.50,Non-Rail
"McAllen, TX",2011,8.25,Non-Rail
"McAllen, TX",2015,13.64,Non-Rail
"McAllen, TX",2016,15.56,Non-Rail
"McAllen, TX",2017,15.94,Non-Rail
"McAllen, TX",2018,24.88,Non-Rail
"McAllen, TX",2019,24.50,Non-Rail
"McAllen, TX",2020,24.50,Non-Rail
"McAllen, TX",2021,20.60,Non-Rail
"McKinney, TX",2011,9.50,Non-Rail
"McKinney, TX",2012,7.86,Non-Rail
"Medford, OR",2011,19.17,Non-Rail
"Medford, OR",2012,19.96,Non-Rail
"Medford, OR",2013,16.27,Non-Rail
"Medford, OR",2014,19.71,Non-Rail
"Medford, OR",2015,19.13,Non-Rail
"Medford, OR",2016,18.50,Non-Rail
"Medford, OR",2017,18.83,Non-Rail
"Medford, OR",2018,19.13,Non-Rail
"Medford, OR",2019,19.92,Non-Rail
"Medford, OR",2020,17.46,Non-Rail
"Medford, OR",2021,15.67,Non-Rail
"Memphis, TN-MS-AR",2011,82.63,Non-Rail
"Memphis, TN-MS-AR",2011,10.50,Rail
"Memphis, TN-MS-AR",2012,80.92,Non-Rail
"Memphis, TN-MS-AR",2012,10.00,Rail
"Memphis, TN-MS-AR",2013,78.50,Non-Rail
"Memphis, TN-MS-AR",2013,10.00,Rail
"Memphis, TN-MS-AR",2014,74.33,Non-Rail
"Memphis, TN-MS-AR",2014,10.00,Rail
"Memphis, TN-MS-AR",2015,75.00,Non-Rail
"Memphis, TN-MS-AR",2016,69.96,Non-Rail
"Memphis, TN-MS-AR",2017,69.71,Non-Rail
"Memphis, TN-MS-AR",2018,59.77,Non-Rail
"Memphis, TN-MS-AR",2018,2.78,Rail
"Memphis, TN-MS-AR",2019,61.33,Non-Rail
"Memphis, TN-MS-AR",2019,3.67,Rail
"Memphis, TN-MS-AR",2020,54.33,Non-Rail
"Memphis, TN-MS-AR",2020,3.08,Rail
"Memphis, TN-MS-AR",2021,59.50,Non-Rail
"Memphis, TN-MS-AR",2021,4.00,Rail
"Merced, CA",2011,23.75,Non-Rail
"Merced, CA",2012,18.00,Non-Rail
"Merced, CA",2013,17.67,Non-Rail
"Merced, CA",2014,19.90,Non-Rail
"Merced, CA",2015,25.00,Non-Rail
"Merced, CA",2016,25.88,Non-Rail
"Merced, CA",2017,26.88,Non-Rail
"Merced, CA",2018,25.75,Non-Rail
"Merced, CA",2019,26.42,Non-Rail
"Merced, CA",2020,23.79,Non-Rail
"Merced, CA",2021,24.00,Non-Rail
"Miami, FL",2011,191.22,Non-Rail
"Miami, FL",2011,50.00,Rail
"Miami, FL",2012,180.50,Non-Rail
"Miami, FL",2012,40.67,Rail
"Miami, FL",2013,164.91,Non-Rail
"Miami, FL",2013,42.78,Rail
"Miami, FL",2014,163.76,Non-Rail
"Miami, FL",2014,45.67,Rail
"Miami, FL",2015,171.69,Non-Rail
"Miami, FL",2015,47.94,Rail
"Miami, FL",2016,186.59,Non-Rail
"Miami, FL",2016,48.61,Rail
"Miami, FL",2017,181.58,Non-Rail
"Miami, FL",2017,41.39,Rail
"Miami, FL",2018,168.21,Non-Rail
"Miami, FL",2018,46.72,Rail
"Miami, FL",2019,169.94,Non-Rail
"Miami, FL",2019,47.75,Rail
"Miami, FL",2020,163.95,Non-Rail
"Miami, FL",2020,39.44,Rail
"Miami, FL",2021,173.33,Non-Rail
"Miami, FL",2021,37.67,Rail
"Middletown, OH",2011,3.00,Non-Rail
"Milwaukee, WI",2011,57.18,Non-Rail
"Milwaukee, WI",2012,49.03,Non-Rail
"Milwaukee, WI",2013,49.51,Non-Rail
"Milwaukee, WI",2014,51.38,Non-Rail
"Milwaukee, WI",2015,51.99,Non-Rail
"Milwaukee, WI",2016,51.50,Non-Rail
"Milwaukee, WI",2017,51.18,Non-Rail
"Milwaukee, WI",2018,49.32,Non-Rail
"Milwaukee, WI",2018,3.00,Rail
"Milwaukee, WI",2019,44.11,Non-Rail
"Milwaukee, WI",2019,3.00,Rail
"Milwaukee, WI",2020,38.11,Non-Rail
"Milwaukee, WI",2020,2.25,Rail
"Milwaukee, WI",2021,38.30,Non-Rail
"Milwaukee, WI",2021,2.00,Rail
"Minneapolis-St. Paul, MN-WI",2011,291.18,Non-Rail
"Minneapolis-St. Paul, MN-WI",2011,25.83,Rail
"Minneapolis-St. Paul, MN-WI",2012,313.53,Non-Rail
"Minneapolis-St. Paul, MN-WI",2012,24.08,Rail
"Minneapolis-St. Paul, MN-WI",2013,320.80,Non-Rail
"Minneapolis-St. Paul, MN-WI",2013,28.25,Rail
"Minneapolis-St. Paul, MN-WI",2014,234.29,Non-Rail
"Minneapolis-St. Paul, MN-WI",2014,39.50,Rail
"Minneapolis-St. Paul, MN-WI",2015,121.39,Non-Rail
"Minneapolis-St. Paul, MN-WI",2015,44.88,Rail
"Minneapolis-St. Paul, MN-WI",2016,119.04,Non-Rail
"Minneapolis-St. Paul, MN-WI",2016,44.50,Rail
"Minneapolis-St. Paul, MN-WI",2017,121.60,Non-Rail
"Minneapolis-St. Paul, MN-WI",2017,45.67,Rail
"Minneapolis-St. Paul, MN-WI",2018,123.96,Non-Rail
"Minneapolis-St. Paul, MN-WI",2018,48.00,Rail
"Minneapolis-St. Paul, MN-WI",2019,131.74,Non-Rail
"Minneapolis-St. Paul, MN-WI",2019,48.00,Rail
"Minneapolis-St. Paul, MN-WI",2020,104.36,Non-Rail
"Minneapolis-St. Paul, MN-WI",2020,47.54,Rail
"Minneapolis-St. Paul, MN-WI",2021,110.89,Non-Rail
"Minneapolis-St. Paul, MN-WI",2021,47.50,Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2011,7.92,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2012,14.42,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2013,8.83,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2014,8.17,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2015,14.00,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2016,15.92,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2017,13.08,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2018,16.92,Non-Rail
"Mission Viejo-Lake Forest-San Clemente, CA",2019,18.83,Non-Rail
"Missoula, MT",2011,10.09,Non-Rail
"Missoula, MT",2012,10.94,Non-Rail
"Missoula, MT",2013,10.34,Non-Rail
"Missoula, MT",2014,10.44,Non-Rail
"Missoula, MT",2015,12.38,Non-Rail
"Missoula, MT",2016,13.00,Non-Rail
"Missoula, MT",2017,12.47,Non-Rail
"Missoula, MT",2018,12.09,Non-Rail
"Missoula, MT",2019,12.12,Non-Rail
"Missoula, MT",2020,10.81,Non-Rail
"Missoula, MT",2021,11.75,Non-Rail
"Mobile, AL",2011,24.00,Non-Rail
"Mobile, AL",2012,25.50,Non-Rail
"Mobile, AL",2013,25.13,Non-Rail
"Mobile, AL",2014,24.00,Non-Rail
"Mobile, AL",2015,24.00,Non-Rail
"Mobile, AL",2016,23.13,Non-Rail
"Mobile, AL",2017,23.00,Non-Rail
"Mobile, AL",2018,22.88,Non-Rail
"Mobile, AL",2019,22.50,Non-Rail
"Mobile, AL",2020,22.50,Non-Rail
"Mobile, AL",2021,22.50,Non-Rail
"Modesto, CA",2011,29.00,Non-Rail
"Modesto, CA",2012,29.00,Non-Rail
"Modesto, CA",2013,29.00,Non-Rail
"Modesto, CA",2014,24.40,Non-Rail
"Modesto, CA",2015,21.17,Non-Rail
"Modesto, CA",2016,21.00,Non-Rail
